Category,Functional_Group,Subclassification,Code,Additive,Reference(s)_of_Community_legal_act,Reference_in_OJ,Date_of_authorisation,Expiry_date_of_authorisation(s),Date_of_first_entry_in_the_Register
1,c,Emulsifiers,1c322iii,Lecithins de-oiled [All species],"Commission Implementing Regulation (EU) 2017/2325 of 14 December 2017 / Amended by Commission Implementing Regulation (EU) 2018/1980 of 13 December 2018","OJ L 333, 15.12.2017, p. 17 / amended by OJ L 317, 14.12.2018, p. 12",04.01.2018,"04.01.2028 / Transitional measures in article 2 of Commission Implementing Regulation (EU) 2018/1980 of 13 December 2018",30.01.18
1,g,Binders,1g557,Montmorillonite-Illite [All species],"Commission Implementing Regulation (EU) 2016/1964 of 9 November 2016","OJ L 303, 10.11.2016, p. 7",30.11.2016,30.11.2026,10.11.16
1,g,Binders,1g568,"Clinoptilolite of sedimentary origin [All species]","Commission Implementing Regulation (EU) No 651/2013 of 9 July 2013 / Corrigendum DE in OJ DE L 228, 27.08.2013, p. 14","OJ L 189, 10.07.2013, p. 1 / Corrigendum DE in OJ DE L 228, 27.08.2013, p. 14",30.07.2013,30.07.2023,15.07.13
1,g,Anti-caking agents,1g557,Montmorillonite-Illite [All species],"Commission Implementing Regulation (EU) 2016/1964 of 9 November 2016","OJ L 303, 10.11.2016, p. 7",30.11.2016,30.11.2026,10.11.16
1,g,Anti-caking agents,1g598,"Dolomite-Magnesite [Dairy cows and other ruminants for dairy production; Weaned piglets; Pigs for fattening]","Commission Implementing Regulation (EU) 2016/1964 of 9 November 2016","OJ L 303, 10.11.2016, p. 7",30.11.2016,30.11.2026,10.11.16
1,g,Anti-caking agents,1g598,"Dolomite-Magnesite [All species with the exception of dairy cows and other ruminants for dairy production, weaned piglets and pigs for fattening]","Commission Implementing Regulation (EU) 2018/1564 of 17 October 2018","OJ L 262, 19.10.2018, p. 20",09.11.2018,09.11.2028,19.10.18
1,g,Anti-caking agents,1g599,"Illite-montmorillonite-kaolinite [Chickens for fattening and minor poultry species for fattening; Cattle for fattening and minor ruminants for fattening; Pigs for fattening and weaned piglets; All other animal species and categories]","Commission Implementing Regulation (EU) 2019/10 of 3 January 2019","OJ L 2, 04.01.2019, p. 13",24.01.2019,24.01.2029,24.01.19
1,g,Binders,1g599,"Illite-montmorillonite-kaolinite [Chickens for fattening and minor poultry species for fattening; Cattle for fattening and minor ruminants for fattening; Pigs for fattening and weaned piglets; All other animal species and categories]","Commission Implementing Regulation (EU) 2019/10 of 3 January 2019","OJ L 2, 04.01.2019, p. 13",24.01.2019,24.01.2029,24.01.19
1,g,Binders,1m558i,Bentonite [All animal species],"Commission Implementing Regulation (EU) No 1060/2013 of 29 October 2013 / Corrigendum SL in OJ L10, 15.01.2014, p. 32","OJ L 289, 31.10.2013, p. 33 / Corrigendum SL OJ L10, 15.01.2014, p. 32",19.11.2013,19.11.2023,05.11.13
1,h,"Radioactive caesium binders (137Cs and 134 Cs)",1.1,"Ferric (III) ammonium hexacyanoferrate (II) [Ruminants (domestic and wild); Calves prior to the state of rumination; Lambs prior to the state of rumination; Kids prior to the state of rumination; Pigs (domestic and wild)]","Council Directive 70/524/EEC concerning additives in feedingstuffs – List of authorised additives in feedingstuffs (2004/C 50/01)","OJ C 50, 25.02.2004, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,h,"Substances for control of radionuclide contamination (134/137Cs)",1m558i,Bentonite [All animal species],"Commission Implementing Regulation (EU) No 1060/2013 of 29 October 2013 / Corrigendum SL in OJ L10, 15.01.2014, p. 32","OJ L 289, 31.10.2013, p. 33 / Corrigendum SL OJ L10, 15.01.2014, p. 32",19.11.2013,19.11.2023,05.11.13
1,i,Anti-caking agents,1g568,"Clinoptilolite of sedimentary origin [All species]","Commission Implementing Regulation (EU) No 651/2013 of 9 July 2013 / Corrigendum DE in OJ DE L 228, 27.08.2013, p. 14","OJ L 189, 10.07.2013, p. 1 / Corrigendum DE in OJ DE L 228, 27.08.2013, p. 14",30.07.2013,30.07.2023,15.07.13
1,i,Anti-caking agents,1i534,"Iron sodium tartrates [All animal species]","Commission Implementing Regulation (EU) No 2016/896 of 8 June 2016","OJ L 152, 09.06.2016, p. 3",29.06.2016,29.06.2026,09.06.16
1,i,Anti-caking agents,1m558i,Bentonite [All animal species],"Commission Implementing Regulation (EU) No 1060/2013 of 29 October 2013 / Corrigendum SL in OJ L10, 15.01.2014, p. 32","OJ L 289, 31.10.2013, p. 33 / Corrigendum SL OJ L10, 15.01.2014, p. 32",19.11.2013,19.11.2023,05.11.13
1,j,Acidity regulators,296,DL- and L-Malic acid [Cats; Dogs],"Commission Directive of 12 April 1991 amending the Annexes to Council Directive 70/524/EEC concerning additives in feedingstuffs (91/248/EEC)","OJ L 124, 18.05.1991, p. 1",-,"Following the provisions of Art. 10 § 2 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,j,Acidity regulators,1j524,"Sodium hydroxide [Cats; Dogs; ornamental fish]","Commission Implementing Regulation (EU) No 161/2013 of 21 February 2013","OJ L 49, 22.02.2013, p. 52",14.03.2013,14.03.2023,22.02.13
1,j,Acidity regulators,1j514ii,"Sodium bisulphate [All animal species other than cats, mink, pet and other non- food producing animals]","Commission Implementing Regulation (EU) 2015/1416 of 20 August 2015","OJ L 220, 21.08.2015, p.11",10.09.2015,10.09.2025,21.08.15
1,j,Acidity regulators,1j514ii,"Sodium bisulphate [Pets and other non- food producing animals other than cats and mink; Cats; Mink]","Commission Implementing Regulation (EU) No 136/2012 of 16 February 2012 / Amended by Commission Implementing Regulation (EU) 2015/1414 of 20 August 2015","OJ L 46, 17.02.2012, p. 33 / Amended by OJ L 220, 21.08.2015, p. 3",08.03.2012,08.03.2022,17.02.12
1,k,1 – Enzymes,,"Alpha-amylase EC 3.2.1.1 from Aspergillus oryzae CBS 585.94",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,1 – Enzymes,,"Alpha-amylase EC 3.2.1.1 from Aspergillus oryzae DS114",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,1 – Enzymes,1k101,"Alpha-amylase EC 3.2.1.1 from Bacillus amyloliquefaciens DSM 9553","Commission Implementing Regulation (EU) 2019/454 of 20 March 2019","OJ L 79, 21.03.2019, p. 4",11.04.2019,11.04.2029,21.03.19
1,k,1 – Enzymes,1k102,"Alpha-amylase EC 3.2.1.1 from Bacillus amyloliquefaciens NCIMB 30251","Commission Implementing Regulation (EU) 2019/454 of 20 March 2019","OJ L 79, 21.03.2019, p. 4",11.04.2019,11.04.2029,21.03.19
1,k,1 – Enzymes,1k103,"Alpha-amylase EC 3.2.1.1 from Aspergillus oryzae ATCC SD-5374","Commission Implementing Regulation (EU) 2019/454 of 20 March 2019","OJ L 79, 21.03.2019, p. 4",11.04.2019,11.04.2029,21.03.19
1,k,1 – Enzymes,1k104,"Endo-1,4-beta-glucanase EC 3.2.1.4 from Trichoderma reesei ATCC PTA- 10001","Commission Implementing Regulation (EU) 2019/454 of 20 March 2019","OJ L 79, 21.03.2019, p. 4",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,1 – Enzymes,,"Alpha-amylase EC 3.2.1.1 from Bacillus subtilis DS098",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,1 – Enzymes,,"Beta-glucanase EC 3.2.1.6 from Aspergillus niger MUCL 39199",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,1 – Enzymes,,"Cellulase EC 3.2.1.4 from Aspergillus niger CBS 120604 294",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,1 – Enzymes,,"Cellulase EC 3.2.1.4 from Trichoderma longibrachiatum ATCC PTA-10001",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,1 - Enzymes,,"Cellulase EC 3.2.1.4 from Trichoderma longibrachiatum ATCC 74252",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,1 – Enzymes,,"Xylanase EC 3.2.1.8 from Trichoderma longibrachiatum MUCL 39203",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,1 – Enzymes,,"Xylanase EC 3.2.1.8 from Trichoderma longibrachiatum CBS 614.94",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,2 – Microorganisms,,Enterococcus faecium CCM 6226,Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,Silage additives,1k20602,"Enterococcus faecium DSM 22502 [All animal species] (formerly E. faecium NCIMB 11181; CCM 6226)","Commission Implementing Regulation (EU) No 304/2014 of 25 March 2014","OJ L 90, 26.03.2014, p. 8",15.04.2014,15.04.2024,27.03.14
1,k,Silage additives,1k20601,"Enterococcus faecium  NCIMB 10415 [All animal species]","Commission Implementing Regulation (EU) No 304/2014 of 25 March 2014","OJ L 90, 26.03.2014, p. 8",15.04.2014,15.04.2024,27.03.14
1,k,2 – Microorganisms,,"Enterococcus faecium SF202 DSM 4788 ATCC 53519",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,2 – Microorganisms,,"Enterococcus faecium SF301 DSM 4789 ATCC 55593",Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,Silage additives,1k20710,Lactobacillus brevis (DSM 12835),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k20715,Lactobacillus brevis (DSM 21982),"Commission Implementing Regulation (EU) No 838/2012 of 18 September 2012","OJ L 252, 19.09.2012, p. 9",09.10.2012,09.10.2022,01.10.12
1,k,Silage additives,1k20744,Lactobacillus brevis (DSM 23231),"Commission Implementing Regulation (EU) No 399/2014 of 22 April 2014 / Corrigendum in OJ L 196 03.07.2014, p. 44","OJ L 119, 22.04.2014, p. 40 / Corrigendum in OJ L 196, 03.07.2014, p. 44",13.05.2014,13.05.2024,08.05.14
1,k,Silage additives,1k20745,Lactobacillus brevis DSMZ 16680,"Commission Implementing Regulation (EU) No 399/2014 of 22 April 2014 / Corrigendum in OJ L 196 03.07.2014, p. 44","OJ L 119, 22.04.2014, p. 40 / Corrigendum in OJ L 196, 03.07.2014, p. 44",13.05.2014,13.05.2024,08.05.14
1,k,Silage additives,1k2072,Lactobacillus buchneri (DSM 22963),"Commission Implementing Regulation (EU) No 868/2011 of 31 August 2011 / Corrigendum PL in OJ L 263 PL, 07.10.2011, p. 22","OJ L 226, 01.09.2011, p. 2 / Corrigendum PL OJ L 263 PL, 07.10.2011, p. 22",21.09.2011,21.09.2021,06.09.11
1,k,Silage additives,1k20733,Lactobacillus buchneri (DSM 13573),"Commission Implementing Regulation (EU) No 1119/2012 of 29 November 2012","OJ L 330, 30.11.2012, p. 14",20.12.2012,20.12.2022,03.12.12
1,k,Silage additives,1k2075,Lactobacillus buchneri (DSM 12856),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k20754,"Lactobacillus plantarum KKP/593/p Lactobacillus plantarum KKP/788/p Lactobacillus buchneri KKP/907/p [Cattle; Sheep]","Commission Implementing Regulation (EU) 2017/1907 of 18 October 2017","OJ L 269, 19.10.2017, p. 36",08.11.2017,08.11.2027,09.11.17
1,k,2 – Microorganisms,,Lactobacillus buchneri CCM 1819,"Reg. (EC) 1831/2003","OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,Silage additives,1k20757,"Lactobacillus hilgardii CNCM I-4785 and Lactobacillus buchneri CNCM I- 4323/NCIMB 40788","Commission Implementing Regulation (EU) 2019/764 of 14 May 2019","OJ L 126, 15.05.2019, p. 1",04.06.2019,04.06.2029,15.05.19
1,k,Silage additives,1k2074,Lactobacillus buchneri (DSM 16774),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k20738,Lactobacillus buchneri DSM 22501,"Commission Implementing Regulation (EU) No 1113/2013 of 7 November 2013","OJ L 298, 08.11.2013, p. 29",28.11.2013,28.11.2023,07.11.13
1,k,2 – Microorganisms,,Lactobacillus buchneri KKP. 907,Reg. (EC) 1831/2003,"OJ L 268, 18.10.2003, p. 29",07.11.2005,"Following the provisions of Art. 10 § 7 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",07.11.05
1,k,Silage additives,1k20740,"Lactobacillus buchneri LN 40177 / ATCC PTA-6138","Commission Implementing Regulation (EU) No 1113/2013 of 7 November 2013","OJ L 298, 08.11.2013, p. 29",28.11.2013,28.11.2023,07.11.13
1,k,Silage additives,1k20741,"Lactobacillus buchneri LN4637 / ATCC PTA-2494","Commission Implementing Regulation (EU) No 1113/2013 of 7 November 2013","OJ L 298, 08.11.2013, p. 29",28.11.2013,28.11.2023,07.11.13
1,k,Silage additives,1k20734,Lactobacillus buchneri NCIMB 30139,"Commission Implementing Regulation (EU) No 96/2013 of 1 February 2013","OJ L 33, 02.02.2013, p. 21",22.02.2013,22.02.2023,04.02.13
1,k,Silage additives,1k20739,"Lactobacillus buchneri NCIMB 40788 / CNCM I-4323","Commission Implementing Regulation (EU) No 1113/2013 of 7 November 2013","OJ L 298, 08.11.2013, p. 29",28.11.2013,28.11.2023,07.11.13
1,k,Silage additives,1k20747,"Lactobacillus fermentum NCIMB 30169 DSMZ 16680","Commission Implementing Regulation (EU) No 399/2014 of 22 April 2014 / Corrigendum in OJ L 196 03.07.2014, p. 44","OJ L 119, 22.04.2014, p. 40 / Corrigendum in OJ L 196, 03.07.2014, p. 44",13.05.2014,13.05.2024,08.05.14
1,k,Silage additives,1k20735,Lactobacillus casei ATTC PTA 6135,"Commission Implementing Regulation (EU) No 96/2013 of 1 February 2013","OJ L 33, 02.02.2013, p. 21",22.02.2013,22.02.2023,04.02.13
1,k,Silage additives,1k20742,Lactobacillus kefiri DSM 19455,"Commission Implementing Regulation (EU) No 774/2013 of 12 August 2013","OJ L 217, 13.08.2013, p. 30",02.09.2013,02.09.2023,13.08.13
1,k,Silage additives,1k20752,Lactobacillus diolivorans DSM 32074,"Commission Implementing Regulation (EU) 2017/194 of 3 February 2017","OJ L 31, 04.02.2017, p. 18",24.02.2017,24.02.2027,13.02.17
1,k,Silage additives,1k20752,Lactobacillus diolivorans DSM 32074,"Commission Implementing Regulation (EU) 2017/194 of 3 February 2017","OJ L 31, 04.02.2017, p. 18",24.02.2017,24.02.2027,13.02.17
1,k,Silage additives,1k20753,Lactobacillus plantarum DSM 29024,"Commission Implementing Regulation (EU) No 2017/912 of 29 May 2017","OJ L 139, 30.05.2017, p. 30",19.06.2017,19.06.2027,30.05.17
1,k,Silage additives,1k20758,"Lactobacillus buchneri NRRL B-50733","Commission Implementing Regulation (EU) No 2018/346 of 5 March 2018","OJ L 67, 09.03.2018, p. 18",29.03.2018,29.03.2028,09.03.18
1,k,Silage additives,1k2076,Lactobacillus paracasei (DSM 16245),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
1,k,Silage additives,1k2077,Lactobacillus paracasei (DSM 16773),"Commission Implementing Regulation (EU) No 1263/2011 of 5 December 2011","OJ L 322, 06.12.2011, p. 3",26.12.2011,26.12.2021,06.12.11
